idx,TreeNo,height,Date,Putative_spp,Latitude,Longitude,Altitude.ft,Multi.Single.stem,General.location.Habitat,site,log.BL,log.PL,log.BW,log.TLIW,log.TLL,log.TLDW,log.TEL,log.BLL,log.LLL,log.BSR,log.LSR,log.LLDW,log.LLIW,log.MidVeinD,log.BL_PL,Tufts,Lobe.number,classification,uncertainty
16,M-QA13,2.3,8-Oct,QA,35.167148,-93.665808,2412.5,M,Magazine Mountain top ridge,AR_Magazine,2.36216210366927,1.2095269819848,2.40518395930628,1.13256170438718,1.30134478307037,1.2709391475108,0.39831658955723,0.798586377772297,1.43815709107323,1.36307647956646,1.98687657204813,1.28658406094382,1.34385860555201,1.76040200327534,2.63660960280327,0.666666667,5,1,0.0199461929259193
17,M-QA14,2,8-Oct,QA,35.167334,-93.665864,2386.59,M,Magazine Mountain top ridge,AR_Magazine,2.31640774642224,0.730657682134727,2.07331843013563,1.16871268511171,0.762389224800788,0.98842673901085,-0.486973465071079,-0.519993206263266,1.0001116096965,0.926515194258752,2.09962509641395,0.956252292455275,1.23805103824239,1.54805094260425,2.50271644958459,0.333333333,7,3,0.000313830212315791
21,M-QA17,3.5,8-Oct,QA,35.167743,-93.665723,2480.61,S,Magazine Mountain top ridge,AR_Magazine,2.24112766138153,0.834768642955606,2.29396736854342,1.05347099327263,1.14250849503313,0.544700844235009,-0.310263150068694,0.759270613810515,1.2538372566697,1.32026764730605,1.8669387727775,1.05356344024062,1.23310670427045,1.64945699084747,2.46029035893088,0.666666667,5.333333333,1,1.04839420811409E-07
22,M-QA18,2.2,8-Oct,QA,35.167555,-93.665851,2528.36,M,Magazine Mountain top ridge,AR_Magazine,2.28257699163752,0.453935221066671,1.90421287352289,1.14534721975248,0.72126091589409,0.96951144759126,0.0387388384164507,-0.0563098489142,0.778176268320195,1.1124813497404,2.06641876446608,0.481773768589067,1.00288430492921,1.48570082219674,2.43154132601892,0,7.5,3,0
27,M-QA23,2.3,8-Oct,QA,35.167594,-93.665986,2537.4,M,Magazine Mountain top ridge,AR_Magazine,2.60003620140072,1.47597283303938,2.42619033422557,1.50757374231938,1.18481309473387,1.36215142475486,0.198262808828519,0.844744654586645,1.55840818267876,1.45074605364422,2.36505952004183,1.33773566640934,1.5792273027062,1.88784198646061,2.88141597319575,0.666666667,7,1,0
30,M-QA26,3.8,8-Oct,QA,35.167529,-93.666218,2407.73,M,Magazine Mountain top ridge,AR_Magazine,2.39456647394458,0.984417998379854,2.42537218036238,1.47977240700047,1.3191650991763,1.60699128568229,0.230246379997199,0.811465500925903,1.29871475535523,1.39613339320532,2.03366827936955,1.30195723114207,1.33491529252752,1.72668585313049,2.61298450700882,1,5,1,0.000754567741508172
31,M-QA27,1.6,8-Oct,QA,35.167481,-93.664018,2365.54,S,Magazine Mountain top ridge,AR_Magazine,2.23020419483523,0.568824269712057,2.17804999743698,1.57775654067884,1.26964602454269,1.5937717280897,0.240651771214762,-0.445552719228932,1.02145390242072,1.19110630194679,1.87585134287607,0.844117200590336,1.31144088218349,1.49442078093574,2.40405395367627,1,5,3,6.10803315359565E-06
32,M-QA28,2.3,8-Oct,QA,35.167529,-93.663984,2509.79,M,Magazine Mountain top ridge,AR_Magazine,2.35427855565359,1.26179803366167,2.45826676653782,1.26046612428998,1.21745159915865,1.28415342455064,0.268132727921813,1.08725125247123,1.31218135156887,1.25263914911578,2.00912289871041,1.22416309441236,1.21065824567844,1.77134782801054,2.64349709781388,1,5.333333333,1,5.46797127021215E-07
33,M-QA29,2.7,8-Oct,QA,35.16756,-93.66402,2488.39,M,Magazine Mountain top ridge,AR_Magazine,2.36228540824133,0.567611618766651,2.15948120104103,1.35501993999552,1.0668454606408,1.12618863912412,0.0205261507840414,-0.19174620964002,1.07279787500247,1.37333256025429,2.10820329468726,0.840812675676087,1.29112991482092,1.65899008543914,2.51602027664363,1,6,3,2.21090701302273E-10
34,M-QA30,2.7,8-Oct,QA,35.167583,-93.663897,1603.7,M,Magazine Mountain top ridge,AR_Magazine,2.49374953348946,0.729388018869868,2.46935024222708,1.4894063170861,1.4074597403301,1.624024136553,0.539362987234971,0.624334663700977,1.57979136557911,1.27021894371571,2.11075880880855,1.51913318018946,1.39166998502866,1.86981652387374,2.65186046500128,0,5,3,4.01955892681549E-07
36,M-QA32,1.7,8-Oct,QA,35.16751,-93.66351,2460.85,S,Magazine Mountain top ridge,AR_Magazine,2.510872574137,1.13035113683001,2.48414582043073,1.52288360144662,1.23941608493656,1.56837350916022,0.338325449076028,0.375318808363753,1.53866100464318,1.28576907493198,2.2059537995733,1.37011321489294,1.6104763858339,1.82280431449514,2.7351733794243,1,6,1,0.000229962715243004
37,M-QR5,2,8-Oct,QR,35.167992,-93.662031,2496.38,S,Magazine Mountain top ridge,AR_Magazine,3.07522331385629,1.10412230659989,2.92647450734267,1.87995142386713,2.06999735730667,2.12146422636307,1.21379852860415,0.0896097184581384,1.9350362610445,1.03306762598429,2.738091925553,2.07451617733763,1.85528349062224,2.45051268638032,3.20564033492411,0,10,3,0
43,M-QA34,2.8,8-Oct,QA,35.171074,-93.652941,2431.18,M,Magazine Mountain top ridge,AR_Magazine,2.24313630266674,0.592673586094056,2.32278880357106,1.38754015879162,0.972444584088767,1.27284577978565,0.0527314044114447,0.0776819451112927,1.10102146061479,0.793644101843719,1.99131206298376,1.25354946512579,1.28471875226806,1.65382112519458,2.41873620667871,1,7.666666667,3,0.000266311977509703
44,M-QA35,2.8,8-Oct,QA,35.171137,-93.652921,2474.95,M,Magazine Mountain top ridge,AR_Magazine,2.58309874334131,0.88338977130226,2.55334059188079,1.42622003438424,1.19929348989055,1.18463087959203,0.126670799985417,0.421068920942804,1.44875030057949,1.20431352067553,2.33767159610406,1.45638138300592,1.48761367282663,1.95278250309832,2.75092973184232,1,7,3,0.000180726031201894
46,M-QR10,2.8,8-Oct,QR,35.171184,-93.655722,2476.28,S,Magazine Mountain top ridge,AR_Magazine,2.44749667578996,1.03513908361314,2.35564084279422,1.45041367573081,1.28113581089901,1.55523253193139,0.359622935638057,0.17163901103687,1.3613791349092,1.03940368191231,2.12746491622695,1.23556287011529,1.32734831715618,1.75161053183458,2.6654816412521,1,7.666666667,1,0.0714054409636836
48,M-QR11,1.7,8-Oct,QR,35.171237,-93.655701,2472.67,M,Magazine Mountain top ridge,AR_Magazine,2.96093501309232,0.850432876370955,2.66011643402009,2.16305362523757,1.67252593204027,2.16906010846328,0.627104866892953,-0.0551551163691726,1.47680173589834,1.47677783359117,2.70264024229555,1.14565201314006,1.69396078847204,2.17879424288202,3.0753141319759,1,10,3,0
49,M-QA36,2.3,8-Oct,QA,35.171149,-93.652821,2449.76,M,Magazine Mountain top ridge,AR_Magazine,2.48812216364438,1.21492238942161,2.5075253816663,1.2909087235937,1.14465965066532,1.0943852449603,-0.0688077482661694,0.580126116572652,1.36571167396612,1.22566484438066,2.2454905949585,1.35453868007125,1.57052725701595,1.8878575200956,2.73493103762072,1,6.666666667,1,4.05310918161206E-09
50,M-QA37,5,8-Oct,QA,35.171182,-93.652685,2471.05,M,Magazine Mountain top ridge,AR_Magazine,2.39002868489868,1.16908658350543,2.51947894837933,1.35878901992084,1.38637467489465,1.59302845470128,0.402264082956031,0.751446536333594,1.49606869187356,1.12813030237555,1.99897486172609,1.48468869412147,1.30667178846894,1.78376767457181,2.64850243809848,2,5.666666667,4,0.00346260865155545
51,M-QA38,2,8-Oct,QA,35.171222,-93.652543,2379.4,S,Magazine Mountain top ridge,AR_Magazine,2.73881424309349,1.37574877815683,2.80536778230324,1.62965362557504,1.66746239804782,1.90327389562529,0.627279260963687,0.492505567841554,1.95274347929781,1.06237247054936,2.35903385981632,1.8490437827349,1.67914773916721,2.04101476240763,2.96664694042825,1,8.333333333,1,0.00354476470271436
53,QA-M11,3,3-Jun,QA,35.17102,-93.65295,2478.65,M,"Magazine Mt, top",AR_Magazine,2.33959900853658,0.605942000428063,2.30842839361192,1.2687756802687,1.32866617227647,1.2665167901372,0.430132932749041,0.841587444524731,1.1943111011268,1.15195822777167,2.03921584342816,1.27923432209002,1.28954702998313,1.74301318407093,2.50225960179062,0.333333333,6,3,9.62926098857508E-08
54,QA-M12,2.5,3-Jun,QA,35.17114,-93.65279,2479.66,M,"Magazine Mt, top",AR_Magazine,2.37887456052695,0.580939174816953,2.21387948298365,1.51578156631262,1.2968769786554,1.29887933512951,0.475150279988777,0.473187926485664,0.978803741422436,0.9547624195779,2.12410108514099,1.10366005290967,1.29809451199513,1.65334258179412,2.5321452982808,0.5,6.333333333,3,6.93358703784952E-11
55,QA-M3,2,3-Jun,QA,35.16719,-93.66595,2531.63,M,"Magazine Mt, top",AR_Magazine,2.21940184644509,0.89824537091269,2.28515242170426,1.23486841603747,0.958154695100425,0.906085702440057,0.084436161383113,1.09680023589168,0.995556550893989,1.14270382042158,1.97245339729161,1.16103824491101,1.09107204837211,1.53128181690484,2.45591683644157,1,5.333333333,1,2.0665475046755E-06
56,QA-M4,4,3-Jun,QA,35.16721,-93.66584,2524.48,M,"Magazine Mt, top",AR_Magazine,2.40416854552118,1.21366088188282,2.45240466137005,1.23393277657347,1.16333562397649,1.25435897191836,0.412342675330144,0.717502994488795,1.33239475166308,0.893451216128754,2.11814217706804,1.41919648086315,1.32455785254266,1.74673735612919,2.66965628142099,1.333333333,5.666666667,1,0
57,QA-M5,4.5,3-Jun,QA,35.16734,-93.66587,2427.12,M,"Magazine Mt, top",AR_Magazine,2.41741129663911,0.870382640480191,2.35967424415761,1.30197121777205,1.36141713837136,1.38631505740572,0.321139175174657,0.64271917275659,1.245737673656,1.08040797269161,2.09612222233665,1.26393977153498,1.40102977788963,1.73301730232481,2.61040864194378,1.333333333,5.666666667,3,0.0583358278233933
58,QR-M1,3,3-Jun,QR,35.16701,-93.66677,2443.96,S,"Magazine Mt, top",AR_Magazine,2.84560283751086,0.896077963689699,2.72639524965295,1.71351659431393,1.86148538737064,1.70712186315908,0.862915645956269,1.45160692183027,1.6320063724626,1.64549787953438,2.52046855667189,1.09662112361406,1.39648324643747,2.18634642093157,2.97868310340306,0,8.666666667,3,0
59,QR-M13,2.5,3-Jun,QR,35.17104,-93.6536,2483.77,M,"Magazine Mt, top",AR_Magazine,2.51928333867923,0.873755738926161,2.39666745479279,1.21726218523273,1.3872982742804,1.46912867816205,0.55520086333945,0.76142310249998,1.126048777612,1.00720139379493,2.2190677945235,0.943723630157111,1.08004999092511,1.80194762608881,2.69567967265207,0,6.666666667,3,0.00787837122492596
60,QR-M14,2.5,3-Jun,QR,35.17113,-93.65275,2468.89,S,"Magazine Mt, top",AR_Magazine,2.58546207496709,0.44893897275061,2.37638673737706,1.28509369903918,1.40131916433926,1.23191735951712,0.326469539604104,0.160755648631386,1.27031116178594,0.949237548695524,2.34554567526449,1.27026050048328,1.54702906603523,1.82075902450528,2.69706125519511,0,6.5,3,0
61,QR-M15,4,3-Jun,QR,35.1711,-93.65286,2471,S,"Magazine Mt, top",AR_Magazine,2.53396320307587,0.627552731993845,2.50603148917769,1.42380662050448,1.2410481980223,1.32473628789822,0.435413046276987,0.229039986720703,1.49795025747026,0.522028895894965,2.20394491541634,1.38473028484005,1.53405803279504,1.93905607402819,2.67251822652641,0,6.333333333,3,0
62,QR-M2,1.9,3-Jun,QR,35.16701,-93.66678,2494.67,S,"Magazine Mt, top",AR_Magazine,2.49288361156122,0.839097329904339,2.35158713090713,1.62893088453716,1.35642276111473,1.57801316577055,0.495332408951086,0.288729249720229,1.22828497685085,1.08837933546767,2.1973657755895,1.27085955561796,1.36544246097945,1.79286704081081,2.66794901340496,0,6.333333333,3,0.0045172799505393
63,QR-M3,1.5,3-Jun,QR,35.16731,-93.66592,2458.08,M,"Magazine Mt, top",AR_Magazine,2.56867578262996,0.833341473805821,2.4416871794513,1.6244503275103,1.41035375595313,1.41293262068664,0.489571361309131,0.786005733490599,1.33004621168709,0.832691114825237,2.33957321288005,1.13511489123169,1.34927512148457,1.94834021319917,2.73108475825204,0,7,3,1.65079657955536E-05
64,QR-M8,2,3-Jun,QR,35.16822,-93.66173,2448,S,"Magazine Mt, top",AR_Magazine,2.51796556220959,0.530243694776938,2.1300178618653,1.29424610834231,1.34822463266951,1.38865114172943,0.644413225110774,0.795230034398154,1.08074155168955,1.13614273116975,2.22379033844465,0.929405939514163,1.2867447427817,1.72657657786191,2.64636510126101,0,8,3,0
65,QR-M9,4,3-Jun,QR,35.16951,-93.66083,2427.57,M,"Magazine Mt, top",AR_Magazine,2.63892628031439,0.983213091783966,2.31019724292652,1.32327822696297,1.42176836362983,1.22631406949365,0.648697023146914,0.712720821346598,1.25986216035255,1.07375842193532,2.36565736158354,1.13135846408695,1.40070038107622,1.82866454069115,2.81368247523036,0,7.333333333,3,0.00113575902353913
66,S-QA1,5,9-Oct,QA,35.072091,-94.372347,1082.22,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.66191200056665,1.58308684856835,2.76655997644176,1.32228898583481,1.7402240025367,0.806134654535983,0.201758246228009,0.966108795383529,1.68968628123486,1.67019438174651,2.18117000979376,1.17761144156618,1.51418613598427,2.06226016465096,2.95457768414685,1.333333333,5.666666667,2,0.000891373231173609
67,S-QA2,4,9-Oct,QA,35.072091,-94.372347,1082.22,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.52373468889979,1.24430808707723,2.64283432848058,1.51724453517046,1.48714467260571,1.30417839466739,0.173380270700516,0.770361239684323,1.4711741117241,1.44658480781192,2.14218331651006,1.29403288937877,1.48043009539661,1.86190625430058,2.76918500177489,1.333333333,6.333333333,2,0.00243530935879288
68,S-QA3,1.8,9-Oct,QA,35.072193,-94.37295,1760.9,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.5399465105227,1.27916360812723,2.67464192016231,1.37488943347357,1.59128244543626,1.45243800905504,0.436568703596987,0.785499297333818,1.76148158860161,1.04626351921706,2.08361813680103,1.58195408750737,1.36435844271044,1.96671801378814,2.789484281291,2,7,4,0.00208121449094234
69,S-QR1,3.5,9-Oct,QR,35.072205,-94.372297,1749.91,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.61227644673046,1.50685433728327,2.42222628476413,0.90227782002265,1.68384678975418,1.42457782317131,0.722463293160566,0.93259268837779,1.57125833968201,0.926439287435943,2.09163558236911,0.955690013698487,1.15879023944777,1.72917454577525,2.89826040663672,0.333333333,7.666666667,1,0
70,S-QR2,2,9-Oct,QR,35.072205,-94.372297,1749.91,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.63201957403664,1.46617666131345,2.44506835443675,0.756140584712579,1.33364750318364,0.660993203227692,0.297841554451125,1.00667749918568,1.30194053870183,0.896070389299095,2.35019529938226,-0.238225017052952,1.08849698067029,1.85275683929072,2.90331296968832,0.333333333,8.666666667,1,0
71,S-QA4,1.7,9-Oct,QA,35.072231,-94.372281,1766.45,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.61267791216915,1.1308373520445,2.71323928515459,1.72661580716297,1.47705441158679,1.63124371849791,0.532305937664543,0.489158272135555,1.53624757798363,0.942572192016523,2.28607900749833,1.65636018613419,1.55335026368525,1.92718954972425,2.81742862175833,1.333333333,7,1,0.00881197510704146
72,S-QA5,1.8,9-Oct,QA,35.072276,-94.372186,1785,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.43293478399487,1.32826355188312,2.54323325278848,0.978533490389206,1.69184640128535,1.38508966551545,0.532799594929108,1.38299201988839,1.64341040562671,1.13073369879826,1.82971866745459,1.40967003888335,1.19882187674662,1.92635095227895,2.71910555881201,2,5,2,8.28000452646194E-08
73,S-QA6,1.6,9-Oct,QA,35.072479,-94.372158,1763.9,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.52086877987415,1.28615142657056,2.67455134902182,1.54956187291001,1.550314263207,1.60530448598492,0.376925291777424,0.850371114956044,1.50736593670775,1.31900538574855,2.09445591523085,1.35582017878079,1.43242284401357,1.92956013782342,2.77622158103513,1.333333333,6,2,0.0520008681678322
74,S-QR11,9.5,9-Oct,QR,35.066943,-94.377278,1646.97,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.7796648541366,1.01458090018979,2.38238250043009,1.57122875834639,1.36597877268664,1.70101109982663,0.711400821050154,0.13240264207524,1.46408614228114,1.08116517203717,2.46149475260643,0.768054833455203,1.26698567036841,2.00972021712286,2.93767016550541,0,10.33333333,3,8.43325409505269E-13
75,S-QR12,9,9-Oct,QR,35.067307,-94.377302,1613.82,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.60026931723349,1.11586600161293,2.4051215367119,1.41856428640022,1.47535301579735,1.43008031461078,0.435221794329253,0.781674862502956,1.57615542861361,1.14707818376007,2.2287680155725,0.962484735027299,1.40157493176338,1.86864430576316,2.80454602865746,0,8,3,0.0464099678966456
76,S-QR13,10,9-Oct,QR,35.067302,-94.377349,1563.33,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.6217687910764,1.03867107950121,2.50121871666997,1.03400798830047,0.842884293772482,0.590987863372224,0.0880991893571568,0.584948398610152,0.926096866588985,1.04606627451611,2.46096950107542,0.235009921035546,1.08353920671925,1.84783710783339,2.80852884499175,0,7,3,0.000132558984977882
77,S-QR14,12,9-Oct,QR,35.067237,-94.377625,1562.96,M,Sugarloaf Mountain ridge,AR_Sugarloaf,3.12306963118933,1.40790875377562,3.06945521798691,1.3452127961954,1.58454306852635,1.27408925935642,0.781349928210634,0.695927902267231,1.28087566654748,1.53948479420063,2.91438681362545,0.55560418936568,1.50589391169138,2.25047637508118,3.28852878953904,0,7.333333333,3,6.77546907468241E-12
78,S-QA41,2,9-Oct,QA,35.1073746,-94.372444,1846.73,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.50103412675607,0.956970231634514,2.64062635162762,1.25568114048673,1.57762740864831,1.56986013896637,0.725094439331968,1.3594313581416,1.47902325408622,0.948393546244743,2.02646246729488,1.26489818316927,1.25018088320907,1.88178776592983,2.6945524705469,1,5,1,5.13453657369212E-09
79,S-QA42,2,9-Oct,QA,35.073017,-94.373134,1768.78,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.42890023449579,1.22574671237088,2.50909236319498,0.919340312373119,1.74515596040929,1.30073643926151,0.466631105550445,1.43861385487221,1.71630236183642,1.04064130454704,1.76662855095828,1.29349562983696,1.13892527654646,1.8366546444335,2.69145362333248,0.666666667,5,2,1.53682432524338E-06
80,S-QR9,9,9-Oct,QR,35.066564,-94.377313,1661.85,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.69221620101707,1.24156186744661,2.62793225554282,0.776772252819397,1.16327200558618,0.907664599542998,0.43971433644842,0.681166262634588,1.25121205960052,1.09296166760341,2.46254102426611,0.681910835109367,1.10865306856595,1.88358600834765,2.90281487411609,0,9,3,2.00386235998939E-05
81,S-QR10,9,9-Oct,QR,35.066923,-94.377208,1625.58,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.73578825811957,1.20967779587083,2.54757638129422,1.37403479099741,1.36806081271533,1.24641803994123,0.550198726845799,0.519678026175653,1.29580036247362,1.09211152239978,2.4550685981433,0.824292693548372,1.30658818568803,1.87393469961169,2.93248888137473,0.333333333,8.666666667,3,0.0353964266509513
82,S-QA34,3,9-Oct,QA,35.073951,-94.372842,1887.76,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.28752742854132,1.23765640796267,2.32873082003375,1.22739647185328,1.37898150096854,1.53695508735168,0.514402340083264,0.593522379750783,1.15787020944459,1.45217510131269,1.82072636185964,1.22148271712441,1.14337371311484,1.66674860878959,2.58761934430935,1.333333333,4.333333333,1,4.93341056895247E-09
83,S-QA35,NA,9-Oct,QA,35.073794,-94.372722,1838.62,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.38272977577564,1.0544176785459,2.32041904941502,1.09884651090261,1.40885500194096,1.35725502786846,0.342266748108914,0.725955454825611,1.4457851962077,1.1264001214031,1.94765692041868,1.23755040773604,1.18884438955392,1.71198010643177,2.61774185690245,2,5.666666667,4,0.00156895599421969
84,S-QA36,NA,9-Oct,QA,35.073813,-94.372571,1824.75,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.61400195752133,1.07145607492796,2.70837702302344,1.43595025282003,1.54939358934928,1.68056261188022,0.52010255209298,0.135642213149568,1.66650723247198,0.979451769091221,2.25346038447089,1.7327974925342,1.52972728653198,2.00421875746939,2.80778755618499,2,6.333333333,4,0.000147375405111339
85,S-QA37,3,9-Oct,QA,35.07405,-94.372856,1861.79,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.29093738019485,1.06431527742929,2.40446443760094,1.23425286581496,1.64496090493717,1.76952583226088,0.418791588793837,0.711416098992403,1.51479717872073,0.993876603688857,1.62200626120653,0.858323515276714,1.14798634805183,1.71083571482459,2.54812023029801,2,4.333333333,2,1.86021148397275E-05
86,S-QA38,3.2,9-Oct,QA,35.074097,-94.372855,1870.27,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.54061503886851,0.915549193402449,2.60424671708569,1.50003134810506,1.30488039146708,1.56791481344754,0.318233671998211,0.863436230384123,1.56188011889395,1.3707110031101,2.21937996098203,1.4184594785325,1.48234387709332,1.92011186478165,2.72034884182311,0.333333333,5.333333333,3,0.00730145441117169
87,S-QA39,3.2,9-Oct,QA,35.074097,-94.372855,1870.27,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.43768249853002,1.36944595093406,2.54780184092942,1.12485545170432,1.61055925569368,1.15530687958847,0.260388930934025,1.04281517008049,1.65389911348213,1.12317848448773,1.8853132221143,1.23051154767022,1.17269987544738,1.87070958223737,2.73304544496829,2,5.333333333,2,4.36689259178946E-05
89,S-QA40,1.3,9-Oct,QA,35.07388,-94.372486,1814.14,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.32568728348462,1.07376496041822,2.43659757100344,0.772047233190252,1.3960472969969,1.24731331004474,0.483821394572485,0.890815286850415,1.34583821269063,0.52193946915669,1.86114580569751,1.22994415381295,0.968059478896186,1.62476801445208,2.57718858240997,1.666666667,5.666666667,1,0
90,S-QA26,4,9-Oct,QA,35.075945,-94.372985,1880.19,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.36670569837949,1.26515075321694,2.43273600836337,1.02679819090503,1.05789968191479,1.03025407395822,-0.1904526386246,0.300984557759867,1.27499832589928,0.542794174598735,2.06384786773179,1.21058147885168,1.22238809294799,1.69335755568673,2.6536529181824,1,7.333333333,1,0
91,S-QA27,2,9-Oct,QA,35.073879,-94.372908,1884.24,S,Sugarloaf Mountain ridge,AR_Sugarloaf,2.37290643913432,1.09826595503487,2.4543227120162,1.05808136983677,1.39552797256729,1.14061402222253,0.240362206950824,0.770621097560168,1.43562020393075,1.03323961207515,1.93574687175923,1.30342933693448,1.20976986018136,1.78950260442347,2.61940039243433,0.666666667,5,1,7.20250770398501E-05
92,S-QA28,3,9-Oct,QA,35.073879,-94.372908,1889.31,M,Sugarloaf Mountain ridge,AR_Sugarloaf,2.14446931479383,1.00833908023109,2.14286511055157,0.982894928908467,1.47991356156961,1.34940159591191,0.261054676562225,0.141243703155658,1.13862749414159,0.867095861202093,1.49785034621118,0.819126386326451,0.858097536667884,1.37917809721994,2.42290303572366,1,5,2,8.2521506188149E-05
