filename,style,year
domenico-ghirlandaio_stigmata-of-st-francis-1485.jpg,Early_Renaissance,1485
pisanello_portrait-of-emperor-sigismund-of-luxembourg-1433.jpg,Early_Renaissance,1433
andrea-mantegna_st-jerome-in-the-wilderness-1450.jpg,Early_Renaissance,1450
andrea-del-castagno_st-john-the-baptist-1442.jpg,Early_Renaissance,1442
benozzo-gozzoli_conversion-of-the-heretic-1465.jpg,Early_Renaissance,1465
pietro-perugino_pope-fabiano-1483.jpg,Early_Renaissance,1483
donatello_david-1409.jpg,Early_Renaissance,1409
carlo-crivelli_saint-john-the-baptist-1468.jpg,Early_Renaissance,1468
fra-angelico_the-meeting-of-sts-dominic-and-francis-of-assisi-1435.jpg,Early_Renaissance,1435
domenico-ghirlandaio_decoration-of-the-sala-del-gigli-1484.jpg,Early_Renaissance,1484
domenico-veneziano_the-adoration-of-the-magi-1439.jpg,Early_Renaissance,1439
giovanni-bellini_pesaro-altarpiece-predella-1474.jpg,Early_Renaissance,1474
filippo-lippi_the-doctors-of-the-church-1437.jpg,Early_Renaissance,1437
jacopo-bellini_triptych-of-the-nativity-1470.jpg,Early_Renaissance,1470
filippo-brunelleschi_the-sacrifice-of-isaac-bronze-competition-relief-for-the-baptistry-doors-florence-1401-bronze-1401.jpg,Early_Renaissance,1401
jacopo-bellini_saint-anthony-abbot-and-saint-bernardino-da-siena-1460.jpg,Early_Renaissance,1460
benozzo-gozzoli_madonna-and-child-1485.jpg,Early_Renaissance,1485
masaccio_martyrdom-of-san-giovanni-battista-1426.jpg,Early_Renaissance,1426
fra-angelico_the-healing-of-palladia-by-saint-cosmas-and-saint-damian-1440.jpg,Early_Renaissance,1440
jacopo-bellini_triptych-of-st-lawrence-1470.jpg,Early_Renaissance,1470
paolo-uccello_procession-of-re-ordained-in-a-church-1469.jpg,Early_Renaissance,1469
benozzo-gozzoli_st-sebastian-1465.jpg,Early_Renaissance,1465
fra-angelico_annunciation-1443.jpg,Early_Renaissance,1443
bartolome-bermejo_saint-michael-triumphs-over-the-devil-1468.jpg,Early_Renaissance,1468
fra-angelico_presentation-of-jesus-in-the-temple-1442.jpg,Early_Renaissance,1442
benozzo-gozzoli_view-of-the-vaults-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_st-john-the-evangelist-1490.jpg,Early_Renaissance,1490
paolo-uccello_portrait-of-a-young-man-1440.jpg,Early_Renaissance,1440
giovanni-bellini_st-jerome-reading-in-the-countryside-1485.jpg,Early_Renaissance,1485
bartolome-bermejo_crucifixion-1480.jpg,Early_Renaissance,1480
paolo-uccello_scene-st-james-of-todi-1440.jpg,Early_Renaissance,1440
antonello-da-messina_madonna-and-child-madonna-benson-1470.jpg,Early_Renaissance,1470
filippo-lippi_coronation-of-the-virgin-1469.jpg,Early_Renaissance,1469
andrea-del-castagno_stories-of-christ-s-passion-1447.jpg,Early_Renaissance,1447
pietro-perugino_st-anthony-of-padua-and-st-sebastian-1478.jpg,Early_Renaissance,1478
giovanni-bellini_st-jerome-in-the-wilderness-1450.jpg,Early_Renaissance,1450
andrea-mantegna_prayer-in-the-garden-1459.jpg,Early_Renaissance,1459
filippo-lippi_madonna-of-humility-1430.jpg,Early_Renaissance,1430
fra-angelico_noli-me-tangere-1442.jpg,Early_Renaissance,1442
andrea-mantegna_ceiling-of-the-camera-picta-or-camera-degli-sposi-1470.jpg,Early_Renaissance,1470
filippo-lippi_figure-study-1465.jpg,Early_Renaissance,1465
andrea-mantegna_three-studies-elongated-figures-1455.jpg,Early_Renaissance,1455
masaccio_baptism-of-the-neophytes-1427.jpg,Early_Renaissance,1427
domenico-ghirlandaio_presentation-of-the-virgin-1490.jpg,Early_Renaissance,1490
fra-angelico_the-story-of-st-nicholas-the-death-of-the-saint-1448.jpg,Early_Renaissance,1448
luca-signorelli_moses-s-testament-and-death-detail-1482.jpg,Early_Renaissance,1482
antonello-da-messina_st-sebastian-1477.jpg,Early_Renaissance,1477
domenico-ghirlandaio_the-trial-by-fire-st-francis-before-the-sultan-of-egypt-1485.jpg,Early_Renaissance,1485
fra-angelico_st-romuald-1440.jpg,Early_Renaissance,1440
paolo-uccello_head-of-prophet-1443.jpg,Early_Renaissance,1443
andrea-mantegna_virgin-and-child-madonna-of-humility-1490.jpg,Early_Renaissance,1490
bartolome-bermejo_piet-of-canon-luis-despl-detail-1490.jpg,Early_Renaissance,1490
fra-angelico_adoration-of-the-magi-1434.jpg,Early_Renaissance,1434
fra-angelico_madonna-and-child-1435.jpg,Early_Renaissance,1435
domenico-ghirlandaio_st-jerome-1480.jpg,Early_Renaissance,1480
fra-angelico_christ-glorified-in-the-court-of-heaven-1430.jpg,Early_Renaissance,1430
fra-angelico_crucifixion-with-mourners-and-sts-dominic-and-thomas-aquinas-1442.jpg,Early_Renaissance,1442
filippo-lippi_birth-and-naming-st-john-detail-1465.jpg,Early_Renaissance,1465
andrea-del-verrocchio_equestrian-statue-of-the-condottiere-bartolomeo-colleoni-1488.jpg,Early_Renaissance,1488
filippo-lippi_madonna-and-child-1430.jpg,Early_Renaissance,1430
filippo-lippi_annunciation-1469.jpg,Early_Renaissance,1469
fra-angelico_transfiguration-1442.jpg,Early_Renaissance,1442
fra-angelico_st-jerome-1440.jpg,Early_Renaissance,1440
carlo-crivelli_saint-bartholomew-1473.jpg,Early_Renaissance,1473
giovanni-bellini_the-madonna-of-the-trees-1487.jpg,Early_Renaissance,1487
leonardo-da-vinci_studies-of-central-plan-buildings-1480.jpg,Early_Renaissance,1480
luca-signorelli_view-of-the-vaulting-of-the-sacristy-of-st-john-1482.jpg,Early_Renaissance,1482
benozzo-gozzoli_procession-of-the-oldest-king-1460.jpg,Early_Renaissance,1460
masaccio_distribution-of-alms-and-death-of-ananias-1425.jpg,Early_Renaissance,1425
benozzo-gozzoli_st-monica-1465.jpg,Early_Renaissance,1465
bartolome-bermejo_christ-leading-the-patriarchs-to-the-paradise-1480.jpg,Early_Renaissance,1480
andrea-mantegna_adoration-of-the-shepherds-1456.jpg,Early_Renaissance,1456
andrea-mantegna_the-virgin-and-child-with-saints-jerome-a-1455.jpg,Early_Renaissance,1455
giovanni-bellini_virgin-and-child-1488.jpg,Early_Renaissance,1488
benozzo-gozzoli_the-school-of-tagaste-detail-1465.jpg,Early_Renaissance,1465
fra-angelico_the-stoning-of-stephen-1449.jpg,Early_Renaissance,1449
benozzo-gozzoli_view-of-the-apsidal-chapel-of-sant-agostino-cycle-of-st-augustine-1465.jpg,Early_Renaissance,1465
benozzo-gozzoli_procession-of-the-magus-caspar-detail-1461.jpg,Early_Renaissance,1461
pietro-perugino_pope-antero-1483.jpg,Early_Renaissance,1483
paolo-uccello_creation-of-adam-1445.jpg,Early_Renaissance,1445
andrea-mantegna_st-mark-1450.jpg,Early_Renaissance,1450
filippo-lippi_the-virgin-appears-to-st-bernard-1447.jpg,Early_Renaissance,1447
carlo-crivelli_annunciation-with-saint-emidius-1486.jpg,Early_Renaissance,1486
fra-angelico_st-peter-martyr-altarpiece-1428.jpg,Early_Renaissance,1428
filippo-lippi_madonna-and-child-with-two-angels-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_the-visitation-1491.jpg,Early_Renaissance,1491
fra-angelico_paintings-for-the-armadio-degli-argenti-1452.jpg,Early_Renaissance,1452
filippo-lippi_death-of-the-virgin-1469.jpg,Early_Renaissance,1469
carlo-crivelli_flagellation-of-christ-1468.jpg,Early_Renaissance,1468
andrea-mantegna_study-of-an-ancient-bas-relief-of-the-arch-of-constantine-1490.jpg,Early_Renaissance,1490
giovanni-bellini_madonna-with-child-blessing-1464.jpg,Early_Renaissance,1464
leonardo-da-vinci_design-for-a-giant-crossbow-1482.jpg,Early_Renaissance,1482
fra-angelico_nativity-1441.jpg,Early_Renaissance,1441
fra-angelico_crucifixion-and-saints-1442.jpg,Early_Renaissance,1442
carlo-crivelli_enthroned-madonna-enthroned-maria-lactans-1473.jpg,Early_Renaissance,1473
paolo-uccello_fresco-in-the-cloister-of-san-miniato-al-monte-loggia-in-florence-1439.jpg,Early_Renaissance,1439
andrea-mantegna_portrait-of-cardinal-carlo-de-medici-1466.jpg,Early_Renaissance,1466
fra-angelico_massacre-of-the-innocents-1452.jpg,Early_Renaissance,1452
carlo-crivelli_saint-francis-of-assisi-catches-the-blood-of-christ-from-the-wounds-1486.jpg,Early_Renaissance,1486
fra-angelico_crucifixion-with-the-virgin-mary-magdalene-and-st-dominic-1442.jpg,Early_Renaissance,1442
carlo-crivelli_saint-catherine-of-alexandria-1473.jpg,Early_Renaissance,1473
masaccio_portrait-of-a-young-woman-1425.jpg,Early_Renaissance,1425
antonello-da-messina_virgin-annunciate-1475.jpg,Early_Renaissance,1475
fra-angelico_st-thomas-aquinas-1440.jpg,Early_Renaissance,1440
leonardo-da-vinci_study-sheet-1478.jpg,Early_Renaissance,1478
domenico-veneziano_matteo-olivieri-1450.jpg,Early_Renaissance,1450
fra-angelico_prophets-1447.jpg,Early_Renaissance,1447
fra-angelico_annunciation-1432.jpg,Early_Renaissance,1432
filippo-lippi_the-martyrdom-of-st-stephen-1460.jpg,Early_Renaissance,1460
filippo-lippi_the-annunciation-1450.jpg,Early_Renaissance,1450
benozzo-gozzoli_st-augustine-departing-for-milan-1465.jpg,Early_Renaissance,1465
andrea-mantegna_pieta-1459.jpg,Early_Renaissance,1459
paolo-uccello_scene-temple-mary-1440.jpg,Early_Renaissance,1440
andrea-mantegna_christ-of-pity-supported-by-a-cherub-and-a-seraph-1490.jpg,Early_Renaissance,1490
luca-signorelli_the-conversion-of-paul-1482.jpg,Early_Renaissance,1482
fra-angelico_nailing-of-christ-to-the-cross-1442.jpg,Early_Renaissance,1442
benozzo-gozzoli_procession-of-the-magus-balthazar-detail-1461.jpg,Early_Renaissance,1461
fra-angelico_the-story-of-st-nicholas-the-liberation-of-three-innocents-1448.jpg,Early_Renaissance,1448
fra-angelico_st-peter-consacrates-stephen-as-deacon-1449.jpg,Early_Renaissance,1449
filippo-brunelleschi_madonna-with-child-1405.jpg,Early_Renaissance,1405
fra-angelico_saint-cosmas-and-saint-damian-salvaged-1440.jpg,Early_Renaissance,1440
andrea-mantegna_portrait-of-cardinal-lodovico-mezzarota-1459.jpg,Early_Renaissance,1459
filippo-lippi_disputation-in-the-synagogue-detail-1465.jpg,Early_Renaissance,1465
filippo-lippi_the-adoration-of-the-infant-jesus-1459.jpg,Early_Renaissance,1459
filippo-lippi_the-adoration-of-the-infant-jesus-1465.jpg,Early_Renaissance,1465
benozzo-gozzoli_the-four-evangelists-1465.jpg,Early_Renaissance,1465
andrea-mantegna_the-resurrection-right-hand-predella-panel-from-the-altarpiece-of-st-zeno-of-verona-1459.jpg,Early_Renaissance,1459
masaccio_st-girolamo-end-giovanni-battista-1428.jpg,Early_Renaissance,1428
fra-angelico_st-michael-1424.jpg,Early_Renaissance,1424
domenico-veneziano_madonna-and-child-1450.jpg,Early_Renaissance,1450
fra-angelico_st-peter-consacrates-st-lawrence-as-deacon-1449.jpg,Early_Renaissance,1449
benozzo-gozzoli_visit-to-the-monks-of-mount-pisano-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_coronation-of-the-virgin-1490.jpg,Early_Renaissance,1490
fra-angelico_the-coronation-of-the-virgin-1435.jpg,Early_Renaissance,1435
fra-angelico_scenes-from-the-life-of-christ-1452.jpg,Early_Renaissance,1452
andrea-mantegna_death-of-the-virgin-1461.jpg,Early_Renaissance,1461
carlo-crivelli_lamentation-over-the-dead-christ-1485.jpg,Early_Renaissance,1485
paolo-uccello_victory-over-bernardino-della-ciarda-1438.jpg,Early_Renaissance,1438
benozzo-gozzoli_st-john-detail-of-the-four-evangelists-1465.jpg,Early_Renaissance,1465
fra-angelico_crucifixion-with-st-dominic-1445.jpg,Early_Renaissance,1445
paolo-uccello_madonna-1452.jpg,Early_Renaissance,1452
filippo-lippi_the-vision-of-st-augustine-1465.jpg,Early_Renaissance,1465
fra-angelico_the-story-of-st-nicholas-birth-of-st-nicholas-1448.jpg,Early_Renaissance,1448
domenico-ghirlandaio_st-luke-1490.jpg,Early_Renaissance,1490
andrea-mantegna_st-euphemia-1454.jpg,Early_Renaissance,1454
bartolome-bermejo_christ-leading-the-patriarchs-to-the-paradise-detail-1480.jpg,Early_Renaissance,1480
paolo-uccello_oculus-depicting-the-nativity-1443.jpg,Early_Renaissance,1443
benozzo-gozzoli_tobias-and-the-fish-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_renunciation-of-worldly-goods-1485.jpg,Early_Renaissance,1485
andrea-mantegna_the-child-jesus-in-the-manger-1450.jpg,Early_Renaissance,1450
fra-angelico_st-matthew-1424.jpg,Early_Renaissance,1424
andrea-mantegna_the-dead-christ-1478.jpg,Early_Renaissance,1478
filippo-lippi_disputation-in-the-synagogue-1465.jpg,Early_Renaissance,1465
carlo-crivelli_enthroned-madonna-1473.jpg,Early_Renaissance,1473
filippo-lippi_the-feast-of-herod-salome-s-dance-detail-1464.jpg,Early_Renaissance,1464
paolo-uccello_saints-and-two-children-1445.jpg,Early_Renaissance,1445
paolo-uccello_two-angels-and-two-devils-1469.jpg,Early_Renaissance,1469
giovanni-bellini_head-of-st-john-the-baptist-1468.jpg,Early_Renaissance,1468
benozzo-gozzoli_st-augustine-at-the-university-of-carthage-1465.jpg,Early_Renaissance,1465
fra-angelico_annunciation-1434.jpg,Early_Renaissance,1434
bartolome-bermejo_piet-of-canon-luis-despl-1490.jpg,Early_Renaissance,1490
carlo-crivelli_madonna-and-child-st-francis-of-assisi-1472.jpg,Early_Renaissance,1472
filippo-lippi_ambrose-legend-1441.jpg,Early_Renaissance,1441
filippo-lippi_annunciation-right-wing-1430.jpg,Early_Renaissance,1430
benozzo-gozzoli_st-augustine-s-vision-of-st-jerome-1465.jpg,Early_Renaissance,1465
filippo-lippi_seven-saints-1450.jpg,Early_Renaissance,1450
filippo-lippi_annunciation-1435.jpg,Early_Renaissance,1435
pisanello_study-of-horse-heads-1433.jpg,Early_Renaissance,1433
fra-angelico_adoration-of-the-magi-1442.jpg,Early_Renaissance,1442
benozzo-gozzoli_the-dance-of-salome-detail-1462.jpg,Early_Renaissance,1462
giovanni-bellini_frari-triptych-1488.jpg,Early_Renaissance,1488
filippo-lippi_madonna-with-the-child-and-two-angels-1465.jpg,Early_Renaissance,1465
andrea-mantegna_the-nativity-1490.jpg,Early_Renaissance,1490
paolo-uccello_scene-of-peace-offerings-noah-s-drunkenness-and-shame-1448.jpg,Early_Renaissance,1448
carlo-crivelli_saint-dominic-1476.jpg,Early_Renaissance,1476
carlo-crivelli_coronation-of-the-virgin-1493.jpg,Early_Renaissance,1493
paolo-uccello_the-battle-of-san-romano-1440.jpg,Early_Renaissance,1440
fra-angelico_the-apostle-st-james-the-great-freeing-the-magician-hermogenes-1435.jpg,Early_Renaissance,1435
domenico-ghirlandaio_madonna-and-child-enthroned-with-four-angels-the-archangels-michael-and-raphael-and-st-gusto-1485.jpg,Early_Renaissance,1485
domenico-ghirlandaio_portrait-of-the-donor-francesca-pitti-tornabuoni-1490.jpg,Early_Renaissance,1490
andrea-mantegna_virgin-and-child-1490.jpg,Early_Renaissance,1490
jacopo-bellini_triptych-of-st-sebastian-1464.jpg,Early_Renaissance,1464
andrea-del-castagno_our-lady-of-the-assumption-with-saints-miniato-and-julian-1450.jpg,Early_Renaissance,1450
fra-angelico_dispute-before-sanhedrin-1449.jpg,Early_Renaissance,1449
carlo-crivelli_apostles-1473.jpg,Early_Renaissance,1473
andrea-mantegna_bacchanal-in-silene-1480.jpg,Early_Renaissance,1480
giovanni-bellini_saint-jerome-reading-1490.jpg,Early_Renaissance,1490
fra-angelico_the-burial-of-the-virgin-and-the-reception-of-her-soul-in-heaven-1435.jpg,Early_Renaissance,1435
leonardo-da-vinci_design-for-a-flying-machine-1488.jpg,Early_Renaissance,1488
benozzo-gozzoli_the-triumph-of-st-thomas-aquinas-1484.jpg,Early_Renaissance,1484
benozzo-gozzoli_st-bartolus-1465.jpg,Early_Renaissance,1465
benozzo-gozzoli_procession-of-the-magi-detail-1461.jpg,Early_Renaissance,1461
benozzo-gozzoli_st-augustine-reading-rhetoric-and-philosophy-at-the-school-of-rome-1465.jpg,Early_Renaissance,1465
filippo-lippi_the-annunciation-with-two-kneeling-donors-1455.jpg,Early_Renaissance,1455
filippo-lippi_the-beheading-of-john-the-baptis-1465.jpg,Early_Renaissance,1465
paolo-uccello_oculus-depicting-the-resurrection-1443.jpg,Early_Renaissance,1443
leonardo-da-vinci_the-adoration-of-the-magi-1480.jpg,Early_Renaissance,1480
filippo-lippi_st-alberto-of-trapani-1465.jpg,Early_Renaissance,1465
benozzo-gozzoli_st-augustine-departing-for-milan-detail-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_portrait-of-the-donor-nera-corsi-sassetti-1485.jpg,Early_Renaissance,1485
carlo-crivelli_enthroned-madonna-1482.jpg,Early_Renaissance,1482
domenico-ghirlandaio_elderly-woman-1490.jpg,Early_Renaissance,1490
benozzo-gozzoli_st-augustine-reading-the-epistle-of-st-paul-1465.jpg,Early_Renaissance,1465
domenico-ghirlandaio_st-john-the-baptist-in-the-desert-1490.jpg,Early_Renaissance,1490
fra-angelico_flight-into-egypt-1452.jpg,Early_Renaissance,1452
leonardo-da-vinci_cannon-foundry-1487.jpg,Early_Renaissance,1487
fra-angelico_coronation-of-the-virgin-1435.jpg,Early_Renaissance,1435
bartolome-bermejo_the-flagellation-of-st-engracia-1477.jpg,Early_Renaissance,1477
filippo-lippi_funeral-of-st-jerome-1465.jpg,Early_Renaissance,1465
benozzo-gozzoli_st-sebastian-intercessor-1465.jpg,Early_Renaissance,1465
carlo-crivelli_saint-george-1473.jpg,Early_Renaissance,1473
fra-angelico_crucifixion-with-the-virgin-and-sts-cosmas-john-the-evangelist-and-peter-martyr-1442.jpg,Early_Renaissance,1442
giovanni-bellini_resurrection-of-christ-1479.jpg,Early_Renaissance,1479
paolo-uccello_equestrian-monument-of-sir-john-hawkwood-1436.jpg,Early_Renaissance,1436
andrea-del-castagno_equestrian-monument-to-niccolo-da-tolentino-1456.jpg,Early_Renaissance,1456
carlo-crivelli_virgin-and-child-1482.jpg,Early_Renaissance,1482
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465.jpg,Early_Renaissance,1465
fra-angelico_crucifixion-with-the-virgin-john-the-evangelist-and-mary-magdelene-1420.jpg,Early_Renaissance,1420
andrea-del-castagno_the-last-supper-1447.jpg,Early_Renaissance,1447
filippo-lippi_female-figure-1430.jpg,Early_Renaissance,1430
fra-angelico_st-lawrence-giving-alms-1449.jpg,Early_Renaissance,1449
paolo-uccello_crucifixion-1430.jpg,Early_Renaissance,1430
fra-angelico_condemnation-of-st-lawrence-by-the-emperor-valerian-1449.jpg,Early_Renaissance,1449
domenico-ghirlandaio_portrait-of-francesco-sassetti-1483.jpg,Early_Renaissance,1483
benozzo-gozzoli_tabernacle-of-the-condemned-1466.jpg,Early_Renaissance,1466
fra-angelico_the-mocking-of-christ-1441.jpg,Early_Renaissance,1441
fra-angelico_sepulchring-of-saint-cosmas-and-saint-damian-1440.jpg,Early_Renaissance,1440
andrea-mantegna_altarpiece-of-san-zeno-in-verona-central-panel-madonna-and-angels-1459.jpg,Early_Renaissance,1459
benozzo-gozzoli_disembarkation-at-ostia-1465.jpg,Early_Renaissance,1465
andrea-mantegna_martyrdom-of-st-james-1448.jpg,Early_Renaissance,1448
giovanni-bellini_madonna-with-the-child-1464.jpg,Early_Renaissance,1464
giovanni-bellini_greek-madonna-1460.jpg,Early_Renaissance,1460
filippo-brunelleschi_saint-peter-1413.jpg,Early_Renaissance,1413
masaccio_maria-and-child-1426.jpg,Early_Renaissance,1426
fra-angelico_st-roche-1440.jpg,Early_Renaissance,1440
antonello-da-messina_portrait-of-a-man-1474.jpg,Early_Renaissance,1474
